pcu_date_des_donnees_inclus-cerb_week_ending_date ,code_de_la_subdivision_canadienne-canadian_subdivision_code ,code_de_groupe_dage-age_group_code ,compte_unique_du_demandeur-unique_applicant_count 
2020-09-13,NB,65,8870
2020-09-13,QC,24,356110
2020-09-13,QC,25,442710
2020-09-13,QC,35,393560
2020-09-13,QC,45,346720
2020-09-13,QC,55,344840
2020-09-13,QC,65,119060
2020-09-13,ON,24,639270
2020-09-13,ON,25,833760
2020-09-13,ON,35,663340
2020-09-13,ON,45,607240
2020-09-13,ON,55,550320
2020-09-13,ON,65,187480
2020-09-13,MB,24,54780
2020-09-13,MB,25,69500
2020-09-13,MB,35,54920
2020-09-13,MB,45,44280
2020-09-13,MB,55,37010
2020-09-13,MB,65,13210
2020-09-13,SK,24,45540
2020-09-13,SK,25,62210
2020-09-13,SK,35,49930
2020-09-13,SK,45,36610
2020-09-13,SK,55,31770
2020-09-13,SK,65,12070
2020-09-13,AB,24,182980
2020-09-13,AB,25,264660
2020-09-13,AB,35,237140
2020-09-13,AB,45,178230
2020-09-13,AB,55,145930
2020-09-13,AB,65,49000
2020-09-13,BC,24,206520
2020-09-13,BC,25,286620
2020-09-13,BC,35,231010
2020-09-13,BC,45,198500
2020-09-13,BC,55,182850
2020-09-13,BC,65,67270
2020-09-13,YT,24,1370
2020-09-13,YT,25,2420
2020-09-13,YT,35,1830
2020-09-13,YT,45,1360
2020-09-13,YT,55,1410
2020-09-13,YT,65,620
2020-09-13,NT,24,1950
2020-09-13,NT,25,3060
2020-09-13,NT,35,2200
2020-09-13,NT,45,1950
2020-09-13,NT,55,1710
2020-09-13,NT,65,830
2020-09-13,NU,24,1870
2020-09-13,NU,25,2970
2020-09-13,NU,35,2000
2020-09-13,NU,45,1640
2020-09-13,NU,55,980
2020-09-13,NU,65,370
2020-09-13,**,24,1650
2020-09-13,**,25,1390
2020-09-13,**,35,1000
2020-09-13,**,45,660
2020-09-13,**,55,400
2020-09-13,**,65,130
2020-09-13,??,24,50
2020-09-13,??,25,30
2020-09-13,??,35,10
2020-09-13,??,45,0
2020-09-13,??,55,0
2020-09-13,??,65,0
2020-09-20,NL,24,19030
2020-09-20,NL,25,24050
2020-09-20,NL,35,21930
2020-09-20,NL,45,22930
2020-09-20,NL,55,22770
2020-09-20,NL,65,7640
2020-09-20,PE,24,7460
2020-09-20,PE,25,7540
2020-09-20,PE,35,5940
2020-09-20,PE,45,5710
2020-09-20,PE,55,5890
2020-09-20,PE,65,2540
2020-09-20,NS,24,38040
2020-09-20,NS,25,49790
2020-09-20,NS,35,38730
2020-09-20,NS,45,36070
2020-09-20,NS,55,36470
2020-09-20,NS,65,12860
2020-09-20,NB,24,30430
2020-09-20,NB,25,35080
2020-09-20,NB,35,30660
2020-09-20,NB,45,29680
2020-09-20,NB,55,29070
2020-09-20,NB,65,8990
2020-09-20,QC,24,357220
2020-09-20,QC,25,444560
2020-09-20,QC,35,395040
2020-09-20,QC,45,347970
2020-09-20,QC,55,346250
2020-09-20,QC,65,119530
2020-09-20,ON,24,640760
2020-09-20,ON,25,837600
2020-09-20,ON,35,665960
2020-09-20,ON,45,609180
2020-09-20,ON,55,552250
2020-09-20,ON,65,188160
2020-09-20,MB,24,55040
2020-09-20,MB,25,69970
2020-09-20,MB,35,55250
2020-09-20,MB,45,44510
2020-09-20,MB,55,37220
2020-09-20,MB,65,13280
2020-09-20,SK,24,45750
2020-09-20,SK,25,62610
2020-09-20,SK,35,50210
2020-09-20,SK,45,36800
2020-09-20,SK,55,31950
2020-09-20,SK,65,12140
2020-09-20,AB,24,183620
2020-09-20,AB,25,266010
2020-09-20,AB,35,238250
2020-09-20,AB,45,179000
2020-09-20,AB,55,146560
2020-09-20,AB,65,49220
2020-09-20,BC,24,207060
2020-09-20,BC,25,288000
2020-09-20,BC,35,231980
2020-09-20,BC,45,199290
2020-09-20,BC,55,183590
2020-09-20,BC,65,67550
2020-09-20,YT,24,1370
2020-09-20,YT,25,2440
2020-09-20,YT,35,1840
2020-09-20,YT,45,1370
2020-09-20,YT,55,1420
2020-09-20,YT,65,630
2020-09-20,NT,24,1950
2020-09-20,NT,25,3090
2020-09-20,NT,35,2210
2020-09-20,NT,45,1960
2020-09-20,NT,55,1720
2020-09-20,NT,65,830
2020-09-20,NU,24,1880
2020-09-20,NU,25,2990
2020-09-20,NU,35,2020
2020-09-20,NU,45,1650
2020-09-20,NU,55,980
2020-09-20,NU,65,370
2020-09-20,**,24,1650
2020-09-20,**,25,1410
2020-09-20,**,35,1010
2020-09-20,**,45,670
2020-09-20,**,55,400
2020-09-20,**,65,130
2020-09-20,??,24,50
2020-09-20,??,25,30
2020-09-20,??,35,10
2020-09-20,??,45,0
2020-09-20,??,55,0
2020-09-20,??,65,0
2020-09-27,NL,24,19180
2020-09-27,NL,25,24250
2020-09-27,NL,35,22150
2020-09-27,NL,45,23240
2020-09-27,NL,55,23160
2020-09-27,NL,65,7760
2020-09-27,PE,24,7590
2020-09-27,PE,25,7610
2020-09-27,PE,35,6000
2020-09-27,PE,45,5750
2020-09-27,PE,55,6000
2020-09-27,PE,65,2590
2020-09-27,NS,24,38190
2020-09-27,NS,25,50110
2020-09-27,NS,35,38980
2020-09-27,NS,45,36290
2020-09-27,NS,55,36730
2020-09-27,NS,65,12950
2020-09-27,NB,24,30880
2020-09-27,NB,25,35380
2020-09-27,NB,35,30900
2020-09-27,NB,45,29950
2020-09-27,NB,55,29430
2020-09-27,NB,65,9110
2020-09-27,QC,24,358350
2020-09-27,QC,25,446310
2020-09-27,QC,35,396770
2020-09-27,QC,45,349300
2020-09-27,QC,55,348010
2020-09-27,QC,65,119990
2020-09-27,ON,24,642330
2020-09-27,ON,25,841680
2020-09-27,ON,35,668730
2020-09-27,ON,45,611390
2020-09-27,ON,55,554380
2020-09-27,ON,65,188920
2020-09-27,MB,24,55300
2020-09-27,MB,25,70460
2020-09-27,MB,35,55590
2020-09-27,MB,45,44760
2020-09-27,MB,55,37500
2020-09-27,MB,65,13380
2020-09-27,SK,24,45930
2020-09-27,SK,25,62980
2020-09-27,SK,35,50470
2020-09-27,SK,45,36990
2020-09-27,SK,55,32130
2020-09-27,SK,65,12210
2020-09-27,AB,24,184230
2020-09-27,AB,25,267400
2020-09-27,AB,35,239350
2020-09-27,AB,45,179820
2020-09-27,AB,55,147210
2020-09-27,AB,65,49470
2020-09-27,BC,24,207660
2020-09-27,BC,25,289370
2020-09-27,BC,35,232990
2020-09-27,BC,45,200130
2020-09-27,BC,55,184350
2020-09-27,BC,65,67850
2020-09-27,YT,24,1380
2020-09-27,YT,25,2460
2020-09-27,YT,35,1850
2020-09-27,YT,45,1370
2020-09-27,YT,55,1430
2020-09-27,YT,65,630
2020-09-27,NT,24,1960
2020-09-27,NT,25,3120
2020-09-27,NT,35,2230
2020-09-27,NT,45,1970
2020-09-27,NT,55,1720
2020-09-27,NT,65,830
2020-09-27,NU,24,1900
2020-09-27,NU,25,3030
2020-09-27,NU,35,2030
2020-09-27,NU,45,1660
2020-09-27,NU,55,990
2020-09-27,NU,65,370
2020-09-27,**,24,1660
2020-09-27,**,25,1430
2020-09-27,**,35,1020
2020-09-27,**,45,670
2020-09-27,**,55,410
2020-09-27,**,65,140
2020-09-27,??,24,50
2020-09-27,??,25,20
2020-09-27,??,35,10
2020-09-27,??,45,0
2020-09-27,??,55,0
2020-09-27,??,65,0
2020-10-04,NL,24,19370
2020-10-04,NL,25,24470
2020-10-04,NL,35,22370
2020-10-04,NL,45,23540
2020-10-04,NL,55,23590
2020-10-04,NL,65,7920
2020-10-04,PE,24,7700
2020-10-04,PE,25,7690
2020-10-04,PE,35,6050
2020-10-04,PE,45,5850
2020-10-04,PE,55,6120
2020-10-04,PE,65,2650
2020-10-04,NS,24,38330
2020-10-04,NS,25,50410
2020-10-04,NS,35,39200
2020-10-04,NS,45,36520
2020-10-04,NS,55,37000
2020-10-04,NS,65,13090
2020-10-04,NB,24,31230
2020-10-04,NB,25,35660
2020-10-04,NB,35,31120
2020-10-04,NB,45,30230
2020-10-04,NB,55,29830
2020-10-04,NB,65,9280
2020-10-04,QC,24,359440
2020-10-04,QC,25,448190
2020-10-04,QC,35,398400
2020-10-04,QC,45,350970
2020-10-04,QC,55,349800
2020-10-04,QC,65,120500
2020-10-04,ON,24,643550
2020-10-04,ON,25,845030
2020-10-04,ON,35,671050
2020-10-04,ON,45,613290
2020-10-04,ON,55,556030
2020-10-04,ON,65,189440
2020-10-04,MB,24,55500
2020-10-04,MB,25,70860
2020-10-04,MB,35,55870
2020-10-04,MB,45,44960
2020-10-04,MB,55,37710
2020-10-04,MB,65,13460
2020-10-04,SK,24,46080
2020-10-04,SK,25,63250
2020-10-04,SK,35,50670
2020-10-04,SK,45,37110
2020-10-04,SK,55,32260
2020-10-04,SK,65,12270
2020-10-04,AB,24,184720
2020-10-04,AB,25,268560
2020-10-04,AB,35,240280
2020-10-04,AB,45,180450
2020-10-04,AB,55,147800
2020-10-04,AB,65,49630
2020-10-04,BC,24,208080
2020-10-04,BC,25,290500
2020-10-04,BC,35,233850
2020-10-04,BC,45,200790
2020-10-04,BC,55,184990
2020-10-04,BC,65,68090
2020-10-04,YT,24,1380
2020-10-04,YT,25,2480
2020-10-04,YT,35,1860
2020-10-04,YT,45,1380
2020-10-04,YT,55,1430
2020-10-04,YT,65,630
2020-10-04,NT,24,1970
2020-10-04,NT,25,3140
2020-10-04,NT,35,2240
2020-10-04,NT,45,1970
2020-10-04,NT,55,1730
2020-10-04,NT,65,840
2020-10-04,NU,24,1900
2020-10-04,NU,25,3040
2020-10-04,NU,35,2030
2020-10-04,NU,45,1670
2020-10-04,NU,55,990
2020-10-04,NU,65,370
2020-10-04,**,24,1660
2020-10-04,**,25,1450
2020-10-04,**,35,1040
2020-10-04,**,45,670
2020-10-04,**,55,410
2020-10-04,**,65,140
2020-10-04,??,24,50
2020-10-04,??,25,20
2020-10-04,??,35,10
2020-10-04,??,45,0
2020-10-04,??,55,0
2020-10-04,??,65,0
